Parcel_index,Nieuwenhuys_parcel,Lobe,GLI_exist,GLI_lateral,GLI_superior,GLI_median,GLI_inferior,GLI_Mean,Depth_exist,Baillarger_type,Baillarger_type_detail,Intrusion_type,Density_type,Reference,Original_information_source,Depth_profle
86,75if,Parietal,1,145,,,,145,1,Bistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 262p (Tafel II)","[185.845 192.38  200.215 189.455 202.08  199.825 201.635 180.95  195.585 191.775 191.26  190.76  190.06  185.525 186.76  182.45  183.33  181.21 180.27  176.76  172.88  166.205 156.795 156.12  146.72  128.665 114.8 112.5   106.3    97.71   95.355  85.265  74.515  73.82   74.985  69.645  74.685  63.335  66.54   66.84   65.855  72.295  83.81   72.125  75.705  74.025  70.175  66.205  63.5    56.72   56.595  55.295  53.645  55.98  54.605  59.415  62.375  56.01   59.32   59.03   78.585  72.92   73.835  67.855  65.065  66.735  62.285  59.735  51.02   54.15   52.935  48.02  50.85   47.055  42.925  45.56   40.265  35.4    34.355  28.59   30.015  26.1    25.245  20.37   19.275  19.755  18.78   18.195  17.77   17.08  17.51   17.27   16.74   17.515  17.16   16.615  15.425  15.4    15.815  16.115]"
87,76s,Parietal,1,,191,,,191,1,Unistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 269p (Tafel IX)","[215.905 217.275 217.535 222.105 223.    221.1   216.155 213.445 211.27 209.585 207.96  207.02  203.985 203.875 201.665 199.015 193.945 190.71 190.25  192.925 191.52  182.9   184.15  186.37  183.935 188.145 189.07 186.38  186.265 182.555 181.935 184.34  179.23  170.86  165.65  159.7 154.87  155.77  150.42  148.135 140.92  139.305 134.415 131.695 125.08 125.475 118.64  119.48  116.19  117.765 120.095 115.02  116.855 119.105 117.04  123.035 122.08  120.985 122.94  119.615 119.7   112.355 111.515 106.975 106.59  106.205 103.535 103.23  106.075 102.2   102.69  101.455  96.235  96.605  96.035  97.31   99.925  96.975  94.93   93.415  91.15  85.05   81.16   82.21   76.965  72.445  70.19   64.335  61.07   55.325  46.47   43.92   36.925  37.6    34.97   34.415  31.265  27.47   28.245  29.055]"
88,76i,Parietal,1,,202,,,202,1,Unistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 269p (Tafel IX)","[212.84  208.845 185.87  194.745 197.305 197.96  196.595 191.925 195.015 199.92  195.2   193.39  195.05  196.595 196.05  194.24  193.75  189.16 188.965 190.465 188.605 185.365 184.065 181.93  183.035 178.095 180.025 178.55  167.855 171.65  171.215 166.915 163.24  149.2   145.53  142.7 136.48  137.145 129.425 124.295 120.82  115.805 119.03  121.36  118.51 114.395 120.3   124.54  119.96  120.405 124.165 119.85  124.045 120.125 119.88  115.8   111.72  112.625 109.51  110.07  104.11  102.94  100.99 100.75  102.035 104.67  107.99  102.125 103.31  112.41  111.155 112.725 106.14  102.425 101.355 100.48   97.775  96.505  93.005  89.905  84.805  82.27   79.65   75.45   74.455  69.2    63.97   62.875  60.375  53.15  47.885  39.035  38.575  31.945  36.095  29.08   23.98   23.935  25.64  28.37 ]"
89,77,Parietal,1,,198,,,198,1,Unistriate,Propeunistriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 269p (Tafel IX)","[210.485 196.72  204.38  204.345 201.895 189.015 186.71  188.015 192.37 188.195 185.69  182.14  176.28  178.72  171.97  170.845 164.395 161.31 160.125 160.01  156.115 148.105 151.105 144.42  146.875 148.285 140.82 141.18  136.58  128.62  120.115 123.63  122.855 113.725 113.415 111.33 100.625  93.19   93.035  87.71   89.62   91.725  86.16   83.66   86.5  80.84   74.15   85.055  82.315  74.1    68.41   61.035  64.15   62.265  47.61   49.455  53.745  54.93   50.82   46.995  52.96   47.995  48.585  42.1    45.33   45.005  43.34   35.935  35.49   38.24   38.705  29.185  27.495  27.655  22.09   21.8    18.755  16.34   15.695  14.22   15.63  15.325  14.46   14.46   13.49   13.74   13.5    13.715  14.13   14.865  13.905  13.685  13.33   14.205  13.5    13.935  14.31   14.82   15.33  16.065]"
90,78,Parietal,1,,201,,,201,1,Unistriate,Propeunistriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 269p (Tafel IX)","[193.47  188.725 192.075 187.915 185.915 192.75  194.355 192.375 192.74 191.2   189.055 187.355 180.885 181.17  174.3   176.105 170.82  173.03 164.625 166.565 166.505 160.56  163.835 160.085 161.69  154.375 150.09 143.41  137.58  139.62  133.435 132.35  133.86  129.51  129.98  127.525 124.73  121.89  119.76  121.215 122.285 122.445 120.615 115.255 113.335 110.805 108.96  102.56  104.18   94.14   95.065  89.535  87.78   89.365  84.02   87.55   89.275  92.64   95.74   91.9    91.425  92.03   90.055  93.46   91.18   88.37   88.04   82.155  82.155  82.01   76.555  81.5  73.9    71.185  65.335  66.665  59.77   50.2    47.915  41.75   33.7  25.93   23.13   22.16   22.775  21.335  14.79   13.61   13.805  13.575  12.96   13.065  12.48   11.92   12.145  12.555  11.555  12.02   13.  14.23 ]"
91,79,Parietal,1,,197,,,197,1,Unistriate,Propeunistriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 269p (Tafel IX)","[238.015 188.725 173.045 182.445 189.775 189.83  188.905 192.84  191.565 192.7   189.905 187.665 188.88  187.545 190.15  188.38  181.685 186.44 185.755 186.065 182.095 175.645 174.805 175.35  167.615 166.555 166.635 165.56  161.75  157.025 158.84  155.335 150.69  144.05  139.81  137.7 137.05  128.6   128.66  125.795 123.755 115.89  112.965 105.455 101.25  95.14   95.29   92.15   89.35   90.42   89.555  91.615  92.195  88.965  89.72   84.38   81.91   84.435  81.595  75.65   74.04   67.425  66.5  61.69   62.585  60.93   60.85   58.35   55.96   57.015  56.645  53.59  61.32   59.835  57.88   54.04   50.835  43.17   36.67   30.205  26.09  22.9    17.64   11.84   10.03    8.985   8.08    8.155   7.245   7.755   8.5     7.38    6.87    7.705   8.8     8.795   8.91    9.645   9.945  11.235]"
92,80,Parietal,1,,195,,,195,1,Unistriate,Propeunistriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 269p (Tafel IX)","[235.005 168.06  164.715 183.735 190.07  188.59  187.975 186.57  189.325 190.035 188.61  184.23  185.15  185.705 182.23  176.605 178.715 179.27 170.265 169.055 166.635 161.7   157.73  149.15  146.555 137.25  141.045 134.63  130.255 122.435 117.95  115.8   112.39  101.47   98.16   93.895  89.09   83.08   81.025  73.83   68.395  71.19   72.23   71.015  71.775  73.84   78.345  77.65   76.345  73.255  69.44   71.995  66.84   65.54  60.7    61.81   57.635  55.34   59.225  59.585  54.265  56.695  58.71  58.695  56.045  51.815  46.135  41.035  48.63   45.16   45.795  40.74  40.39   34.385  31.24   28.935  26.93   26.265  22.385  21.51   21.415  17.695  16.925  14.07   14.67   14.105  12.605  13.405  13.3    12.925  13.675  14.355  13.84   14.     13.48   14.13   14.37   14.84   15.93  19.34 ]"
93,81,Parietal,1,,174,,,174,1,Unistriate,Propeunistriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 269p (Tafel IX)","[232.38  223.08  211.47  213.845 214.86  216.035 218.105 217.125 215.655 217.52  218.765 216.975 216.88  218.415 218.42  214.935 217.285 211.945 209.11  202.4   199.245 190.18  186.005 176.435 169.135 162.74  156.055 140.555 132.83  129.51  125.245 121.28  115.97  112.36  110.395 107.895 114.545 105.48  112.61  105.365 105.54  107.51  107.175 109.785 108.31 104.52  100.625  90.385  88.95   83.965  83.54   79.615  69.97   68.115  70.135  66.32   65.49   61.205  67.68   63.85   63.77   60.76   58.4  55.455  57.57   55.6    49.885  50.41   46.54   41.99   39.295  40.47  42.39   40.39   33.615  27.695  25.705  25.55   24.65   23.46   22.845  20.54   19.315  20.095  18.6    17.78   18.065  18.425  18.47   19.425  17.52   17.01   17.085  16.32   15.95   15.57   15.75   16.05   16.245  17.345]"
94,82,Parietal,1,,193,,,193,1,Bistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 267p (Tafel VII)","[228.56  210.275 222.455 221.99  222.775 224.075 226.875 225.295 227.98 225.415 229.215 228.865 225.415 224.495 223.3   218.225 218.785 214.865 211.63  206.295 202.99  197.98  193.685 181.605 174.165 171.37  157.755 158.305 144.53  131.765 125.875 116.305 110.005 103.435 100.775 101.115  94.555  92.35   93.27   91.32   94.28   87.94   94.975 101.07   95.23  98.845  90.29   92.435  90.12   83.47   83.635  76.505  72.215  67.905  65.985  67.96   67.665  72.43   74.365  77.425  75.835  77.535  76.245  78.585  75.425  73.74   72.125  63.345  62.97   55.935  53.525  51.19  48.72   42.01   41.445  36.41   33.09   32.73   30.74   27.975  26.56  25.08   23.315  21.54   22.555  22.235  20.28   17.94   21.825  18.65  17.925  21.255  20.56   19.745  18.38   18.37   18.075  17.605  19.29  19.975]"
95,83I,Parietal,1,,168,,,168,1,Bistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 267p (Tafel VII)","[220.2   202.925 207.95  205.55  212.755 209.72  214.18  209.12  210.005 209.94  212.17  206.225 205.305 203.455 205.43  204.92  204.945 205.105 202.43  200.445 197.605 193.785 193.84  184.94  184.06  179.74  173.89 175.58  170.6   158.035 150.94  144.51  135.54  130.15  123.58  122.13 121.335 115.865 116.285 122.255 117.895 130.75  122.47  117.13  108.895 108.33  103.99   90.505  92.05   87.025  87.54   82.15   77.605  80.415  79.965  79.325  81.885  79.53   78.63   71.94   73.705  74.275  75.3  73.875  73.04   76.67   77.675  78.265  71.525  69.255  61.6    63.53  58.55   52.095  49.25   44.32   39.725  35.47   33.5    33.59   30.545  29.19   25.595  25.585  25.875  25.82   24.61   21.845  16.795  22.785  22.31   19.005  17.725  23.735  17.77   20.52   20.74   18.65   20.905  23.555]"
96,83II,Parietal,1,,197,,,197,1,Bistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 267p (Tafel VII)","[211.145 199.685 196.215 193.58  197.71  203.07  201.64  203.96  208.125 210.165 209.495 210.575 211.72  209.44  208.09  206.645 206.57  203.645 204.53  203.375 198.85  198.33  198.835 198.015 190.845 186.89  186.82 181.055 177.975 172.74  164.175 158.42  152.655 140.55  133.1   127.555 123.06  119.295 110.88  108.685 104.605 106.325 106.67  105.895 105.385 105.865 113.045 111.925 112.375 111.735 110.01  109.49  112.335 103.745 102.135 102.425  97.795  97.985  88.69   90.455  86.73   92.675  89.71  90.995  91.245  89.35   90.59   92.675  92.93   93.885  85.95   85.515  75.92   75.365  64.785  65.165  51.985  53.93   51.225  48.02   47.55  41.605  40.185  39.82   39.665  34.715  33.85   33.615  28.635  25.855  24.35   25.035  21.585  19.38   20.15   21.03   18.27   16.96   19.105  24.31 ]"
97,83III,Parietal,1,,,,182,182,1,Bistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 267p (Tafel VII)","[167.835 154.79  163.725 172.245 171.06  175.16  177.15  176.505 176.76 177.04  173.665 172.885 172.58  171.895 169.675 168.205 167.195 164.185 163.875 163.615 158.025 156.42  152.75  146.335 141.87  139.225 130.005 127.84  118.705 109.555 107.51  103.62   96.855  88.35   76.67   75.75  68.35   69.02   61.465  54.525  57.17   55.375  54.955  56.525  54.405  54.955  57.585  58.645  54.93   53.61   51.925  50.565  49.935  47.44  47.99   50.205  42.9    43.27   39.325  37.405  38.175  37.96   38.555  42.08   39.375  43.795  43.495  44.735  50.115  45.32   44.31   40.435  44.99   40.02   39.99   36.79   34.78   34.22   32.37   30.21   27.37  25.49   22.935  22.515  22.64   21.17   20.925  20.19   19.11   18.64  20.13   19.81   17.68   17.23   18.08   18.075  17.285  16.935  17.77  19.635]"
98,83IV,Parietal,1,189,172,,,181,1,Bistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 267p (Tafel VII)","[237.39  212.95  204.86  208.615 212.31  205.175 208.055 205.23  202.13 206.525 202.335 201.685 204.375 204.185 204.16  201.875 197.76  196.885 192.965 197.42  192.465 191.455 186.705 186.21  181.12  175.405 175.19 169.005 153.655 150.27  147.73  145.64  138.98  133.195 131.8   126.26 117.965 121.725 122.395 111.61  105.49  103.24  108.01  106.9   109.44 114.11  108.05  111.03  108.75  117.91  114.13  111.165 118.595 108.95 104.27  108.64  100.265 105.26   95.915  95.065  85.805  82.525  80.195  77.625  86.69   88.615  94.105  85.32   89.35   95.2    96.145  92.565  90.555  91.25   86.615  79.43   74.945  71.57   63.69   57.925  58.675  56.625  49.54   44.13   42.9    34.785  29.715  26.02   25.28   22.67  19.92   17.2    16.99   16.135  15.015  15.76   14.655  15.005  14.3  13.785]"
99,84,Parietal,1,,170,,,170,1,Unistriate,Propeunistriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 268p (Tafel VIII)","[242.7   225.225 215.63  214.81  218.885 221.425 221.055 216.79  217.775 216.115 216.125 213.645 214.915 209.235 201.195 206.89  210.185 208.15 203.07  194.27  195.34  195.95  195.35  188.415 180.245 174.185 174.52 167.87  162.22  154.635 146.975 137.43  132.06  121.75  115.615 100.175  91.62   85.9    79.69   76.73   73.195  73.29   73.185  74.865  76.065  83.725  88.855  83.965  78.33   85.745  84.28   80.48   74.67   68.51  63.415  63.76   58.065  58.275  57.135  52.14   49.62   45.615  44.475  50.175  52.8    55.9    54.25   54.375  52.675  50.09   49.265  48.2  49.075  44.3    40.51   36.24   33.96   31.48   29.175  26.2    24.78  20.79   18.775  18.875  18.18   17.225  16.64   15.775  14.345  13.85  14.9    13.22   14.63   13.995  14.41   15.115  14.81   14.58   16.515  19.825]"
100,85I,Parietal,1,,166,,,186,1,Bistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 268p (Tafel VIII)","[240.55  228.82  229.535 229.07  229.53  227.31  225.78  225.09  224.93 223.36  218.745 217.935 215.855 213.02  211.445 207.995 204.785 198.23 189.94  187.915 183.13  178.745 170.3   155.9   154.38  153.51  145.13 134.475 129.635 120.715 119.87  123.96  116.35  115.435 110.67  104.995  92.93   91.115  94.72   82.66   84.98   81.385  74.77   79.75   88.73  90.28   97.42   95.11   94.415  92.305  89.175  87.28   81.635  72.66  70.67   69.725  62.305  65.85   74.705  69.825  72.415  68.835  79.175  79.93   80.835  76.64   71.73   72.785  72.735  63.065  58.915  55.77  51.795  47.63   27.645  28.2    28.92   22.735  18.785  15.195  11.72  10.535  12.085  10.115   9.885  11.265   9.985   9.92   10.675  10.165   9.865  10.1    11.485  10.805  11.7    12.25   13.275  13.785  13.55  16.875]"
101,85II,Parietal,1,178,188,,,183,1,Bistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 268p (Tafel VIII)","[237.795 232.865 228.495 215.84  217.96  214.27  208.76  208.825 207.515 208.3   208.26  203.72  209.    208.    208.23  204.18  201.23  198.705 196.42  195.805 191.38  195.31  189.59  187.31  186.31  188.3   181.845 180.525 178.72  179.68  172.625 167.785 167.595 165.545 161.165 154.835 149.61  143.25  125.96  128.6   121.23  111.43  122.565 114.71  101.465 103.415  98.27  101.005  95.13  102.7    98.745 102.565  96.07   94.915 101.065 103.46   94.355  93.71   98.245  92.975  85.435  80.405  86.84  86.25   74.955  80.615  90.065  97.685  98.285  99.53   98.315 106.545 101.115  98.845  89.79   85.91   72.295  69.18   79.485  72.     71.94  55.805  59.975  51.745  36.59   33.98   25.21   21.625  19.795  16.335  19.09   18.445  22.925  19.45   19.35   20.67   23.285  22.185  19.73  22.42 ]"
102,85III,Parietal,1,,172,,,172,1,Bistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 268p (Tafel VIII)","[228.67  165.805 156.33  148.275 154.955 167.56  171.3   168.76  173.54 178.415 172.19  172.455 175.67  182.705 178.875 179.59  178.635 182.975 184.56  190.62  185.175 182.225 181.73  177.24  168.11  164.16  158.915 152.895 147.955 140.795 136.345 132.585 126.165 119.295 108.155 103.635  94.99   90.085  88.22   77.63   76.065  72.675  74.365  79.345  77.405  75.185  72.44   73.735  74.77   76.915  77.795  80.     87.58   79.865  80.085  77.35   73.025  68.405  68.26   61.875  55.2    56.445  55.025  53.27   54.47   58.865  63.29   66.315  69.305  69.72   66.51   64.32  64.68   59.215  63.065  55.315  49.48   47.165  42.845  37.34   36.675  39.355  36.5    33.02   31.16   28.4    26.505  23.64   20.75   19.7  16.81   15.215  15.26   12.26   11.115  10.095  10.725   9.725  10.125  13.035]"
103,85IV,Parietal,1,169,,172,,171,1,Bistriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 268p (Tafel VIII)","[243.055 205.34  189.415 203.79  206.72  207.585 209.075 205.97  209.29 209.64  210.415 209.275 203.515 202.585 201.74  195.62  192.855 193.08 189.53  193.49  193.805 187.61  184.92  171.435 164.955 152.495 139.38 133.045 133.255 114.6   109.885  98.58   86.695  83.235  80.09   77.08  71.41   69.42   71.01   68.865  69.91   74.78   72.055  75.135  73.705  74.39   64.005  59.03   51.685  53.195  53.215  52.81   54.91   55.8  59.76   54.99   52.52   52.065  52.005  53.79   49.655  51.97   47.29  40.335  37.605  34.57   30.395  32.895  30.55   30.925  27.33   24.56  21.8    20.     16.775  17.83   15.65   13.72   12.71   12.56   12.395  11.585  11.48   10.635  10.725  10.645  10.145  10.02   10.03   10.115  10.1     9.94    9.52    9.17    9.215   8.725   9.83    9.12    9.035   9.45 ]"
104,86,Parietal,1,129,,125,,127,1,Bistriate,Propebistriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 266p (Tafel VI)","[234.02  207.01  205.06  210.485 212.125 212.    210.8   208.62  208.83 208.69  208.17  209.18  210.935 207.315 211.405 210.705 207.99  212.57 211.54  207.84  206.12  204.55  202.75  196.72  194.145 191.045 187.62 180.31  176.025 178.795 170.69  165.315 162.28  148.76  140.6   127.925 115.785 110.66  106.63   99.39   86.125  93.665  89.82   95.49   91.635  92.795  84.585  87.6    81.05   87.005  88.455  82.64   90.23   87.165  77.99   79.535  70.65   62.32   60.13   57.49   62.635  61.945  60.345  67.89   67.02   64.8    65.14   62.8    66.75   67.235  65.755  59.255  66.39   57.49   57.495  52.04   44.27   35.86   36.31   35.33   28.115  32.08   26.885  20.305  16.39   13.83   12.415  10.765  15.21   12.75  11.145  10.96    9.875   8.6     8.325   7.955   7.705   7.545   7.58   8.84 ]"
105,87,Parietal,1,72,,56,,64,1,Unitostriate,,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 266p (Tafel VI)","[229.245 199.52  203.065 202.35  208.185 206.865 208.6   207.18  204.215 206.905 204.585 203.735 202.905 200.865 196.13  196.02  187.52  183.725 175.925 176.955 170.21  160.96  153.51  130.235 113.725 106.44   93.745  87.51   71.105  70.99   62.595  60.425  50.755  46.42   53.915  48.155  45.02   48.695  48.065  43.4    46.58   47.56   47.49   46.645  47.885  41.54   43.755  38.58   38.96   34.235  33.08   35.22   38.915  34.815  33.865  36.91   38.565  41.03   35.18   38.59   40.675  42.775  50.28  44.15   42.7    36.975  40.565  35.135  30.475  28.73   28.005  22.63  20.565  19.125  17.81   14.995  16.005  14.45   13.685  12.78   13.115  12.825  12.36   12.74   12.875  12.535  12.64   12.565  12.95   12.965  12.4    12.89   13.765  12.59   12.025  11.835  11.275  11.14   11.175  11.53 ]"
106,88a,Parietal,1,200,,192,,196,1,Astriate,Propeastriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 264p (Tafel IV)","[239.76  232.995 224.985 218.265 220.26  225.41  230.465 231.9   228.1 230.36  232.815 230.845 222.235 228.135 224.545 221.45  226.74  223.79 215.125 220.335 208.715 207.73  202.815 194.765 191.49  183.95  183.59 173.24  170.785 151.795 152.38  133.685 128.945 118.95  118.28  101.255  97.21   96.505  90.745  94.82   97.665  81.94   85.295  79.135  79.47  76.09   76.895  78.44   90.535  83.29   84.645  83.605  85.98   82.115  73.025  72.125  70.99   69.78   65.115  64.43   60.91   62.875  67.63  68.54   74.825  75.325  72.43   81.28   75.885  76.365  78.87   71.83  69.145  70.99   68.63   73.41   66.06   73.345  60.12   51.655  54.525  48.585  44.315  42.725  39.085  33.865  28.135  25.99   25.64   20.52  18.76   17.11   15.66   14.37   15.82   14.93   19.17   13.255  12.87  14.47 ]"
107,88p,Parietal,1,181,,179,,181,1,Astriate,Propeastriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 264p (Tafel IV)","[214.18  226.56  202.865 221.57  225.6   223.735 219.12  224.85  225.395 217.315 225.115 224.955 222.335 223.625 221.41  222.92  221.72  218.185 219.84  213.515 213.75  211.355 207.39  206.295 199.345 197.355 190.915 184.895 177.845 163.4   156.18  149.16  135.745 128.98  117.295 112.15 100.345 105.26   95.54   96.075  90.7    91.92   88.6    93.525  88.85  81.89   85.525  83.29   79.81   96.995  90.71   90.68   93.775  80.735  80.57   79.975  69.71   79.005  72.14   77.355  74.685  79.005  74.415  79.445  77.885  75.58   79.035  96.38   97.455  90.855  87.115  82.01  94.19   89.11   88.18   95.475  93.24   81.13   73.825  86.49   84.27  81.54   76.26   68.69   75.435  55.555  65.     60.575  56.215  50.78  57.515  48.92   43.475  40.815  38.3    35.23   32.49   32.065  25.31  27.57 ]"
108,89a,Parietal,1,207,,204,,206,1,Astriate,Propeastriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 265p (Tafel V)","[217.    209.665 197.715 198.62  206.31  210.635 214.275 214.405 217.605 217.47  216.74  218.12  216.205 220.19  218.49  217.59  216.995 215.36 214.895 209.185 210.4   208.025 202.885 200.59  197.705 191.545 187.385 181.52  173.9   174.055 168.    159.085 141.865 139.35  129.155 123.055 119.24  110.835 107.165  97.835  98.34   92.     91.39   90.675  89.505  97.68   94.21   93.51   91.01   88.745  78.425  75.03   74.04   71.965  68.795  70.085  69.71   69.87   67.295  61.43   59.63   66.005  73.275  69.48   71.42   77.78   82.965  80.535  81.345  75.585  71.975  77.025  73.02   69.455  65.315  59.865  56.465  52.735  54.35   50.44   51.615  48.685  50.39   49.39   41.315  38.36   37.07   35.235  33.     33.06  27.375  25.775  25.86   23.895  22.98   22.74   22.945  21.425  21.94  23.275]"
109,89m,Parietal,1,207,,208,,208,1,Astriate,Propeastriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 265p (Tafel V)","[237.55  205.245 185.27  178.62  184.875 187.025 193.335 191.97  190.42 194.56  195.315 190.565 185.48  187.9   185.24  181.14  174.905 167.695 170.415 161.18  156.755 153.365 149.68  141.24  137.9   131.165 128.845 125.515 121.63  112.145 104.925 109.295 101.65   99.765  92.77   86.605  84.065  81.635  93.54   84.19   79.22   75.715  76.995  82.84   78.385  74.18   64.945  66.305  59.51   66.345  61.33   54.375  53.95   51.875  48.3    46.815  49.605  51.125  58.81   57.225  57.81   54.39   58.755  61.865  55.725  68.905  55.08   55.08   52.585  54.23   45.2    48.63  43.465  42.57   36.4    42.19   35.41   28.05   27.1    27.17   22.785  22.35   20.35   18.715  19.665  18.29   17.82   18.895  19.82   17.025  16.27   16.445  15.695  15.76   16.42   15.645  15.185  15.495  16.75  17.88 ]"
110,89p,Parietal,1,207,,206,,207,1,Astriate,Propeastriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 265p (Tafel V)","[236.955 183.51  166.135 145.555 151.27  179.66  186.02  188.36  181.145 181.21  188.215 188.16  185.345 184.405 184.595 180.575 175.12  180.815 176.755 178.985 167.27  168.44  169.645 166.24  157.71  154.615 156.915 156.31  149.855 134.725 132.4   130.05  122.095 114.125 104.92  104.185  89.735  83.56   77.78   78.71   78.825  84.055  82.485  69.815  71.51  70.87   72.845  68.49   69.69   72.155  71.25   66.72   60.84   59.95  58.435  56.1    55.25   59.125  53.81   55.755  53.68   55.19   60.08  58.25   55.415  55.2    55.955  56.775  55.57   56.045  60.05   62.855  60.16   55.685  56.655  55.36   54.245  56.32   51.5    46.3    40.42  37.21   28.235  27.925  26.035  20.22   18.07   18.11   16.22   13.525  13.785  12.06   13.7    11.96   12.075  11.96   12.705  13.01   12.885  14.165]"
111,89ip,Parietal,1,179,,200,,190,0,,,,,,,
112,89t,Parietal,1,209,,199,,204,1,Astriate,Propeastriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 265p (Tafel V)","[177.685 169.915 198.885 206.105 203.25  207.945 210.235 218.31  215.17 222.855 221.78  222.865 219.195 222.745 227.365 225.265 226.745 221.35 220.515 218.91  210.38  207.665 204.905 194.025 185.515 165.65  161.51 157.86  149.115 145.26  136.165 123.855 119.98  111.775 107.32  104.15  96.62   94.455  87.025  81.7    78.44   76.37   63.905  67.485  68.305  71.565  65.575  58.76   53.92   59.215  62.31   64.15   62.455  58.08  53.775  52.81   49.99   47.025  47.575  49.84   50.49   50.73   50.06  47.73   53.505  51.895  54.63   51.925  54.565  54.28   57.655  56.045  51.265  52.405  47.2    47.815  43.77   41.67   47.155  44.5    41.33  43.885  40.355  39.745  37.035  36.215  29.775  29.54   26.75   22.155  20.28   18.9    16.58   15.45   21.195  16.215  22.715  17.095  15.8  25.115]"
113,90a,Parietal,1,195,,206,,201,1,Unistriate,Propeunistriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 265p (Tafel V)","[176.49  168.505 157.235 150.36  151.255 159.965 163.83  162.985 164.55 163.555 164.05  161.65  163.17  161.44  160.45  162.63  160.755 161.49 162.59  158.55  156.09  153.745 153.69  148.75  147.315 147.51  148.04 141.975 137.345 134.78  132.065 126.735 121.845 115.37  106.105 102.8  93.965  87.44   80.31   81.14   80.89   80.375  80.51   77.435  72.845  73.61   71.505  69.01   68.515  70.675  69.135  73.375  75.545  71.36  74.515  73.345  71.74   68.975  67.575  68.84   63.74   67.12   59.62  58.935  55.17   65.845  64.75   66.175  60.17   61.21   60.05   59.665  64.135  59.865  66.285  64.6    66.05   67.385  63.26   58.955  57.24  61.105  55.19   54.575  50.325  48.33   41.745  36.705  33.015  27.39  23.46   22.935  19.11   17.6    16.585  15.365  14.54   13.02   12.33  14.005]"
