"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
-0.67889,-0.61687,-0.39822,41.285,10.764,-50.625
-0.013857,-0.66013,-0.75103,39.472,10.885,-49.49
0.37177,-0.56954,-0.73308,38.781,10.46,-49.221
0.69099,-0.32014,-0.64811,37.907,10.249,-49.788
0.43119,-0.52321,-0.73507,38.455,10.823,-49.715
0.010368,0.28967,0.95707,32.078,10.489,-50.071
0.096106,0.20164,0.97473,32.561,9.7754,-49.963
0.052501,0.22076,0.97391,33.083,10.579,-50.249
0.0035449,0.18497,0.98274,31.764,9.6813,-49.88
0.12563,0.12332,0.98438,31.034,10.022,-50.013
-0.40627,-0.31295,-0.85849,28.702,10.599,-49.601
-0.6582,-0.29531,-0.6925,28.995,10.138,-50.121
-0.65089,-0.077989,-0.75515,30.203,10.281,-50.573
0.05272,-0.34078,-0.93866,27.711,10.479,-49.391
0.22551,-0.27914,-0.93339,26.752,10.458,-49.558
0.37463,-0.27678,-0.8849,25.443,10.159,-49.917
0.34607,-0.25553,-0.90274,25.876,10.672,-49.882
-0.74,-0.19555,-0.64355,22.608,10.885,-49.599
-0.58978,-0.22248,-0.77632,22.984,10.431,-49.847
0.94761,0.11245,0.29898,45.669,9.5804,-51.12
0.95684,-0.055303,0.2853,45.65,10.219,-51.127
-0.80748,-0.5175,-0.28314,42.042,10.066,-51.102
-0.75597,-0.555,-0.34711,41.619,10.834,-51.39
0.70542,-0.3525,-0.61492,37.736,10.701,-50.229
0.83606,-0.19991,-0.51092,37.211,10.527,-50.928
-0.66044,0.067969,-0.7478,30.671,10.115,-51.076
-0.67736,-0.018405,-0.73542,30.577,10.767,-51.04
-0.82492,-0.034265,-0.56421,30.861,11.038,-51.244
0.3098,-0.26247,-0.91386,25.162,10.698,-50.238
0.0020144,-0.28684,-0.95798,24.307,10.819,-50.398
-0.36529,-0.26419,-0.89262,23.512,10.824,-50.23
0.89924,-0.18141,0.39806,45.966,10.804,-51.762
0.89696,-0.068385,0.43679,46.305,10.385,-52.578
-0.84742,-0.46423,-0.25762,42.112,10.494,-52.135
-0.89061,-0.42548,-0.16057,42.352,10.313,-52.803
0.89311,-0.047379,-0.44733,36.751,10.376,-51.742
-0.99523,-0.03848,-0.089646,31.036,10.718,-52.016
0.82124,0.075331,0.56559,46.645,10.015,-53.253
-0.91436,-0.39491,-0.089341,42.567,10.104,-53.601
0.92369,0.091117,-0.37215,36.44,10.163,-52.426
0.90957,0.14161,-0.39068,36.152,10.341,-53.105
-0.98659,-0.078717,0.14299,31.029,10.627,-52.848
-0.94218,-0.17073,0.28835,30.768,10.644,-53.75
0.75191,-0.048903,0.65745,46.962,10.468,-53.653
0.65493,-0.012744,0.75559,47.588,10.428,-54.294
-0.91036,-0.41373,0.0085809,42.569,10.198,-54.442
0.8783,0.29183,-0.3787,35.874,10.101,-53.851
-0.92668,-0.29392,0.23425,30.487,10.653,-54.602
0.55344,-0.053814,0.83115,48.327,10.68,-54.8
0.51167,0.014998,0.85905,49.088,10.406,-55.265
-0.89889,-0.41439,0.14242,42.501,10.159,-55.462
0.83764,0.41313,-0.35733,35.454,10.007,-54.882
0.85331,0.27768,-0.44131,35.541,10.545,-54.278
0.84378,0.35395,-0.40342,35.156,10.549,-55.058
-0.90753,-0.41436,0.068564,30.331,10.702,-55.309
-0.87948,-0.4758,-0.011226,30.275,10.81,-55.971
0.48028,0.24093,0.84338,50.679,9.4598,-55.955
0.55084,0.050036,0.83311,49.803,10.582,-55.694
0.5728,0.21638,0.79062,50.557,10.244,-56.134
-0.87103,-0.40506,0.2779,42.324,10.018,-56.442
0.80744,0.48936,-0.32948,34.787,10.341,-55.988
-0.82812,-0.55913,-0.039943,30.308,10.858,-56.713
0.74676,0.41728,0.5179,51.993,9.8127,-57.055
0.68021,0.42902,0.59435,51.452,10.223,-56.89
0.81667,0.52156,0.24702,52.039,9.9245,-57.402
-0.84455,-0.40664,0.3484,42.098,9.8323,-57.267
0.80491,0.55377,-0.21323,34.735,10.059,-56.87
-0.77,-0.63674,-0.040752,30.906,10.199,-57.032
-0.76676,-0.64178,0.013917,30.505,10.586,-57.461
0.76486,0.56049,-0.31755,51.97,10.088,-58.014
-0.24897,-0.2274,-0.94144,49.904,9.7332,-58.44
-0.24793,-0.23097,-0.94084,48.787,9.7366,-58.094
-0.064244,-0.1972,-0.97826,47.625,9.6279,-57.814
-0.83168,-0.42434,0.35812,41.704,9.6105,-58.363
-0.82116,-0.48997,0.29262,41.678,9.2718,-58.92
-0.8493,-0.37353,0.37305,41.688,10.124,-57.892
-0.85275,-0.39144,0.34582,41.459,9.8942,-58.611
0.86074,0.45435,-0.22955,34.537,10.03,-57.942
0.84757,0.5057,-0.16092,34.378,10.46,-57.366
0.86646,0.46057,-0.19268,34.234,10.497,-58.202
-0.752,-0.659,-0.014453,31.012,9.9656,-57.916
-0.74901,-0.6624,0.014354,30.708,10.338,-57.726
-0.76206,-0.64492,-0.057747,30.666,10.386,-58.366
0.53564,0.44214,-0.71945,51.283,10.567,-58.377
-0.01817,0.09871,-0.99495,50.314,10.594,-58.615
-0.2637,-0.025527,-0.96427,49.26,10.622,-58.375
-0.20876,-0.054857,-0.97643,48.158,10.526,-58.029
0.0019788,-0.022572,-0.99974,47.005,10.314,-57.87
0.34462,0.10541,-0.93281,45.905,10.175,-58.014
0.60952,0.21922,-0.76185,45.058,10.21,-58.574
0.73584,0.24941,-0.62955,44.404,10.191,-59.19
-0.86313,-0.4319,0.26166,41.212,9.7832,-59.406
0.86675,0.28514,-0.40918,34.198,10.209,-58.815
-0.59737,-0.76267,-0.24795,31.452,9.78,-59.069
-0.72097,-0.67629,-0.1511,30.971,10.099,-58.772
-0.63744,-0.72258,-0.26748,31.101,10.171,-59.482
0.84133,0.20908,-0.49845,43.925,10.116,-59.891
0.91453,0.1758,-0.36433,43.524,10.033,-60.811
-0.88088,-0.46811,0.070172,41.179,9.4301,-60.521
0.84709,0.15718,-0.50767,33.786,10.509,-59.358
0.14818,-0.71261,-0.68573,32.671,9.8994,-60.178
0.52523,-0.4569,-0.71789,33.07,10.134,-60.222
0.79911,-0.13632,-0.58553,33.327,10.545,-60.097
-0.14262,-0.84433,-0.51649,32.248,9.7434,-59.995
-0.51635,-0.74535,-0.4217,31.578,9.9452,-59.862
-0.22886,-0.72957,-0.64447,31.859,10.167,-60.425
0.89059,0.06376,-0.45031,43.307,9.6253,-61.56
-0.8502,-0.50885,-0.13504,41.224,9.3826,-61.659
0.45085,-0.38212,-0.80667,32.777,10.557,-60.608
0.82215,-0.008694,-0.5692,42.913,9.9255,-62.159
-0.011436,-0.71591,-0.6981,41.982,9.0502,-62.659
0.24772,-0.37379,-0.89382,42.081,9.3355,-62.812
0.60209,-0.25192,-0.75764,42.304,9.9848,-62.893
-0.43031,-0.60724,-0.6679,41.49,9.611,-62.889
0.63117,-0.74288,0.22306,57.462,10.654,-13.89
0.58265,-0.81213,-0.031162,57.443,10.579,-15.056
0.56708,-0.60422,0.55977,58.02,11.505,-13.294
0.58216,-0.80052,0.14237,58.15,11.126,-14.454
0.56032,-0.82581,-0.063859,57.283,10.609,-16.218
0.51778,-0.85483,-0.034194,58.06,11.045,-15.655
0.59045,-0.80264,0.084498,57.196,10.567,-17.23
0.49161,-0.87081,0.0029449,57.849,11.027,-16.796
0.61072,-0.74752,0.26122,57.259,10.458,-18.026
0.52386,-0.8393,0.14539,57.668,10.854,-17.627
0.53564,-0.79362,0.28856,57.81,10.753,-18.354
0.60683,-0.70852,0.36022,57.962,10.503,-19.097
0.41689,-0.90013,0.12634,58.418,11.228,-17.66
0.50438,-0.82915,0.24106,58.466,10.999,-18.788
0.61698,-0.72908,0.29626,58.417,10.717,-19.521
-0.80106,0.39251,-0.45193,52.018,10.92,-18.693
-0.82987,0.47361,-0.29499,52.565,11.477,-19.045
0.66616,-0.67517,0.31681,58.613,10.602,-20.233
0.52163,-0.83005,0.19727,59.103,11.169,-19.622
0.64256,-0.71011,0.28786,59.275,10.97,-20.771
-0.90862,0.3852,0.16136,52.659,11.466,-20.026
0.68131,-0.5659,0.4643,59.363,10.633,-21.51
-0.84847,0.24351,0.46989,52.058,11.08,-21.11
-0.84735,0.25349,0.46662,52.333,11.626,-20.872
0.71153,-0.63442,0.30205,60.091,11.417,-21.654
0.64155,-0.288,0.71096,60.289,10.835,-22.528
-0.78883,0.17873,0.58805,51.85,11.612,-21.6
-0.78709,0.17326,0.592,51.391,11.167,-22.054
-0.78934,0.18759,0.58459,50.912,11.448,-22.773
0.70317,0.31886,0.63551,62.041,10.772,-23.824
0.54308,0.17006,0.82228,61.572,10.744,-23.498
0.7222,-0.44154,0.53242,60.701,11.592,-22.512
0.77677,-0.087441,0.62369,61.44,11.654,-23.388
-0.78166,0.21325,0.58612,50.412,11.064,-23.289
-0.81396,0.30438,0.49479,50.087,11.315,-23.859
0.89833,0.3559,0.25757,62.432,10.677,-24.5
0.84373,0.11115,0.52514,61.846,11.725,-23.906
0.9215,0.18882,0.3394,62.073,11.71,-24.386
-0.8611,0.36503,0.35392,49.367,10.821,-24.903
-0.83678,0.38582,0.38852,49.748,11.354,-24.502
0.96497,0.24594,0.091398,62.317,11.599,-25.183
-0.61275,0.54436,-0.5729,57.101,11.004,-24.794
-0.35647,0.55391,-0.7524,56.561,11.749,-23.863
-0.65685,0.53837,-0.52792,57.623,11.823,-24.661
-0.73218,0.52991,-0.4279,57.84,11.39,-25.547
0.21244,0.3837,-0.89869,55.444,11.531,-23.834
0.57891,0.15995,-0.79955,54.453,11.383,-24.351
0.75188,0.17835,-0.63473,53.779,10.853,-25.092
0.7547,0.037296,-0.65501,53.886,11.311,-24.891
0.88825,-0.037618,-0.45782,53.594,11.235,-25.351
-0.87061,0.38718,0.30353,49.278,10.995,-25.352
-0.85198,0.44641,0.27358,49.566,11.546,-25.247
0.95718,0.25532,-0.13647,62.297,11.455,-26.186
-0.73327,0.54755,-0.40313,57.995,11.027,-26.309
0.90834,-0.17175,-0.38135,53.267,11.254,-26.04
-0.87267,0.42665,0.2375,49.245,11.186,-25.711
-0.86235,0.46708,0.1954,49.062,11.119,-26.374
0.91733,0.33921,-0.20844,62.19,11.248,-27.369
-0.69519,0.57237,-0.43486,58.342,10.89,-27.083
-0.65464,0.5748,-0.49098,58.627,10.688,-27.78
-0.69382,0.54358,-0.47237,58.751,11.866,-26.511
-0.60613,0.60849,-0.51219,58.953,11.24,-27.544
0.87692,-0.23896,-0.41702,52.833,10.661,-26.825
0.90016,-0.3334,-0.28029,52.937,11.25,-27.042
-0.74809,0.56957,0.34051,48.46,10.696,-27.577
-0.81359,0.52807,0.24335,48.908,11.175,-27.271
0.68759,0.43969,-0.57784,62.01,11.151,-28.228
-0.56875,0.60461,-0.55765,58.962,10.839,-28.026
0.8998,-0.35841,-0.2488,52.644,10.954,-27.773
0.88082,-0.4244,-0.20985,52.506,11.136,-28.588
-0.69549,0.60035,0.39481,48.163,10.666,-28.107
-0.74604,0.54261,0.386,48.676,11.384,-28.228
0.20127,0.62177,-0.7569,61.323,11.38,-28.343
-0.17876,0.64133,-0.74615,60.395,11.522,-28.192
-0.42581,0.61773,-0.66114,59.432,11.094,-28.147
0.85957,-0.46458,-0.21284,52.404,11.312,-29.527
-0.66695,0.58469,0.46186,48.109,10.978,-28.66
-0.60672,0.59152,0.53103,47.262,10.413,-29.084
-0.61572,0.51139,0.59948,47.643,11.161,-29.4
0.81692,-0.4745,-0.32784,52.215,11.445,-30.416
-0.50933,0.49623,0.70309,46.93,10.999,-29.94
-0.46162,0.51446,0.72266,46.432,10.654,-30.012
-0.42663,0.38732,0.81729,46.453,11.427,-30.423
0.68161,0.20815,0.70148,38.908,11.211,-30.205
0.72188,-0.40925,-0.55803,51.878,11.675,-31.306
-0.38196,0.37371,0.84525,45.59,11.45,-30.864
-0.36229,0.36097,0.85933,44.842,11.463,-31.171
-0.31756,0.39526,0.86193,44.372,10.913,-31.135
-0.18975,0.42901,0.88314,43.697,10.843,-31.296
-0.30706,0.37415,0.87506,44.233,11.503,-31.442
-0.066395,0.46122,0.8848,42.794,10.816,-31.404
0.084257,0.4688,0.87928,41.779,10.818,-31.409
0.28856,0.42659,0.85718,40.756,10.942,-31.278
0.49732,0.32493,0.80442,40.081,11.33,-31.127
0.63871,0.26221,0.72339,39.465,11.755,-30.782
0.5336,0.35199,0.76901,40,12.001,-31.328
0.68976,-0.33495,-0.6419,51.411,11.146,-31.532
0.56448,-0.31524,-0.76288,51.159,11.609,-31.963
-0.19173,0.42605,0.88415,43.458,11.571,-31.689
-0.026136,0.46956,0.88252,42.451,11.554,-31.802
0.17027,0.45128,0.87599,41.439,11.568,-31.733
0.3733,0.39343,0.84016,40.602,11.739,-31.552
0.38768,-0.27988,-0.87828,50.239,11.625,-32.483
0.32298,-0.26847,-0.90753,49.682,11.238,-32.583
0.2732,-0.30439,-0.91253,49.312,10.979,-32.627
0.25891,-0.33771,-0.90494,48.622,10.979,-32.806
0.30055,-0.27855,-0.91218,49.281,11.777,-32.857
0.34239,-0.33425,-0.87809,48.158,11.763,-33.239
0.47955,-0.39219,-0.785,46.947,11.741,-33.782
0.53414,-0.42688,-0.7297,46.285,11.231,-33.94
0.64549,-0.37599,-0.66481,45.914,10.817,-33.988
0.72287,-0.39084,-0.56982,45.854,11.68,-34.64
0.91837,-0.24823,-0.3082,45.245,10.99,-35.098
0.97,-0.21492,-0.11366,45.267,11.572,-35.817
0.97574,-0.049758,0.2132,45.386,11.655,-36.889
0.50646,0.7162,0.48017,63.898,10.57,-37.435
0.25415,0.71239,0.65414,63.56,10.651,-37.336
0.75657,0.62168,0.20276,63.946,10.867,-38.03
0.049681,0.67935,0.73213,63.239,10.621,-37.232
-0.06801,0.56756,0.82052,62.583,10.764,-37.363
0.36694,0.65173,0.66378,63.202,11.305,-37.831
0.91941,0.044811,0.39074,45.637,11.852,-37.651
-0.47084,-0.63653,-0.61085,33.671,10.977,-37.391
-0.5397,-0.59741,-0.59315,32.316,10.169,-35.368
-0.44837,-0.65719,-0.60586,33.383,11.582,-37.799
0.87045,0.48451,-0.086994,63.91,10.945,-38.542
0.066125,0.40661,0.91121,62.138,11.507,-37.766
0.0086294,0.19995,0.97977,61.149,11.564,-37.811
0.07353,0.047372,0.99617,60.138,11.598,-37.771
0.061046,-0.011315,0.99807,59.133,11.573,-37.663
-0.029235,0.031905,0.99906,58.134,11.513,-37.623
-0.14824,0.14893,0.97767,57.154,11.455,-37.698
-0.23057,0.24108,0.94272,56.192,11.372,-37.889
-0.27893,0.32492,0.90367,55.156,11.372,-38.204
-0.25928,0.32449,0.90966,54.496,10.963,-38.25
-0.23609,0.32909,0.91431,54.078,10.699,-38.273
-0.18677,0.33637,0.92302,53.436,10.683,-38.424
-0.24664,0.36777,0.89661,54.184,11.441,-38.532
0.49852,0.32901,0.80202,46.528,11.331,-38.462
0.72295,0.24669,0.64536,45.952,11.414,-38.067
0.63644,0.16374,0.75375,46.212,11.988,-38.486
-0.42155,-0.66686,-0.61448,35.101,10.879,-38.266
-0.43352,-0.65481,-0.6191,34.528,11.054,-38.058
-0.44216,-0.64709,-0.62111,34.069,11.223,-37.91
-0.43957,-0.68193,-0.58459,34.499,11.516,-38.553
0.89982,0.31426,-0.3026,63.958,10.751,-38.758
-0.16871,0.36836,0.91425,53.132,11.35,-38.725
-0.13173,0.39272,0.91017,52.187,11.355,-38.873
-0.076578,0.37974,0.92192,51.165,11.63,-39.13
-0.034758,0.36102,0.93191,49.953,11.425,-39.119
0.027126,0.35485,0.93453,48.922,11.392,-39.13
0.15761,0.36872,0.91608,47.974,11.483,-39.094
0.38873,0.27538,0.87924,47.092,11.982,-39.039
-0.42428,-0.69142,-0.58474,35.178,11.325,-38.83
-0.42235,-0.68639,-0.59202,35.658,11.019,-38.81
-0.41872,-0.7075,-0.56931,35.613,11.56,-39.432
0.87399,0.36368,-0.3223,63.651,11.207,-39.111
0.7927,0.21781,-0.56938,63.164,11.355,-39.916
-0.44895,-0.67207,-0.58886,36.318,10.875,-39.122
-0.44219,-0.68937,-0.57379,36.48,11.305,-39.746
0.65837,0.069276,-0.7495,62.576,11.448,-40.525
0.29647,-0.42121,-0.85714,61.262,11.167,-41.26
0.49975,-0.24722,-0.83014,61.677,11.389,-41.12
0.61011,-0.057143,-0.79025,61.982,11.666,-40.979
0.021472,-0.57572,-0.81736,60.437,10.972,-41.262
-0.068149,-0.60158,-0.7959,59.455,10.901,-41.099
0.0025807,-0.55773,-0.83002,58.371,10.82,-40.978
0.051982,-0.50875,-0.85934,57.263,10.701,-40.961
0.087493,-0.47881,-0.87355,56.172,10.559,-40.944
0.58034,-0.20871,-0.78717,61.379,11.886,-41.504
0.22516,-0.51917,-0.82448,60.707,11.614,-41.671
-0.015575,-0.63618,-0.77139,59.859,11.511,-41.672
-0.054428,-0.6575,-0.75149,58.881,11.495,-41.548
0.0097072,-0.63503,-0.77242,57.815,11.446,-41.455
0.055569,-0.60385,-0.79516,56.717,11.33,-41.43
0.13749,-0.58532,-0.79906,55.603,11.168,-41.416
0.23338,-0.5707,-0.7873,54.523,10.967,-41.512
0.28777,-0.55672,-0.77927,53.812,10.768,-41.622
0.27789,-0.59734,-0.7523,52.323,10.74,-42.189
0.29191,-0.61383,-0.73348,52.985,10.969,-42.116
0.28097,-0.65347,-0.70287,53.756,11.389,-42.162
0.28256,-0.66161,-0.69457,52.838,11.302,-42.481
0.2737,-0.66382,-0.69601,52.089,11.183,-42.635
0.30764,-0.64987,-0.695,50.307,10.829,-43.042
0.27541,-0.68014,-0.67938,50.951,11.073,-43.001
0.27031,-0.72346,-0.63525,51.601,11.507,-43.198
0.2706,-0.70906,-0.65116,50.781,11.369,-43.407
0.27288,-0.66384,-0.69631,50.065,11.215,-43.528
0.40736,-0.48075,-0.77649,48.268,10.858,-43.998
0.29955,-0.55224,-0.77801,48.912,11.151,-43.869
0.20866,-0.59346,-0.77735,49.584,11.531,-43.974
0.26589,-0.47126,-0.84096,48.716,11.597,-44.257
0.38142,-0.39981,-0.83347,47.929,11.294,-44.392
0.60177,-0.26745,-0.75256,46.802,11.126,-44.983
0.43708,-0.24449,-0.86556,47.427,11.645,-44.798
0.60715,-0.11588,-0.78609,46.666,11.707,-45.277
0.8656,-0.081872,-0.494,45.889,11.258,-46.017
0.76734,-0.043979,-0.63974,46.123,11.725,-45.788
0.89938,0.0043014,-0.43714,45.759,11.739,-46.333
0.97649,0.017982,-0.21483,45.503,11.673,-47.065
-0.80699,-0.01921,-0.59025,20.928,11.48,-47.24
0.99999,-0.0015549,-0.0031074,45.398,11.661,-48.015
-0.84025,-0.051746,-0.53972,21.355,11.487,-47.87
-0.85394,-0.086897,-0.51306,21.685,11.539,-48.418
0.98784,-0.060156,0.14335,45.506,11.678,-49.053
-0.62241,0.073374,0.77925,36.338,10.696,-49.173
-0.70832,-0.029875,0.70526,36.791,11.659,-48.775
-0.61362,-0.0035863,0.7896,36.17,11.638,-49.341
-0.46951,0.018406,0.88273,35.469,11.622,-49.801
0.30568,-0.27658,0.91108,29.961,9.4723,-50.192
0.6067,-0.49577,0.62139,30.24,9.772,-49.463
-0.43764,-0.76064,0.47947,30.219,9.9562,-49.189
0.81901,0.072554,0.56918,30.219,9.9562,-49.189
0.55956,0.41357,0.71822,29.685,10.912,-49.33
0.48689,0.38888,0.78212,29.091,10.952,-49.027
0.58728,0.41149,0.69698,30.01,11.176,-49.865
-0.81195,-0.14712,-0.56488,22.238,11.588,-49.331
0.95252,-0.17633,0.24822,45.705,11.693,-50.12
-0.57907,-0.66219,-0.47558,40.849,11.055,-50.413
-0.29561,-0.69422,-0.65625,40.068,11.204,-49.854
-0.48754,-0.67516,-0.5536,40.308,11.12,-49.915
-0.47388,-0.73034,-0.49198,40.35,11.271,-50.182
0.12197,-0.65975,-0.74152,39.051,11.302,-49.824
-0.1779,-0.75338,-0.63306,39.637,11.601,-50.21
-0.33254,0.047738,0.94188,34.654,11.589,-50.174
-0.1684,0.1787,0.96939,34.077,10.598,-50.229
-0.11195,0.076419,0.99077,33.7,11.553,-50.388
-0.027975,0.16176,0.98643,32.624,11.471,-50.409
0.009975,0.30025,0.95381,31.451,11.24,-50.476
-0.49265,0.0032185,-0.87022,29.548,11.026,-50.121
-0.18878,-0.14948,-0.97058,27.979,11.38,-49.67
-0.49832,0.071092,-0.86407,28.238,11.788,-49.919
-0.33132,-0.084309,-0.93974,28.79,11.859,-50.042
0.14031,-0.27872,-0.95007,27.271,11.088,-49.662
0.22414,-0.23596,-0.94556,26.597,11.499,-49.89
-0.76352,-0.16352,-0.62473,22.565,11.344,-49.686
-0.63078,-0.21745,-0.74487,22.856,11.568,-50.082
0.93418,-0.23146,0.27154,45.76,11.16,-50.93
0.90536,-0.29458,0.30585,45.908,11.811,-50.745
0.85974,-0.33639,0.38431,46.146,11.777,-51.352
-0.66461,-0.63464,-0.39436,41.129,11.091,-50.857
-0.55566,-0.68294,-0.47416,40.685,11.651,-51.061
0.25389,-0.66584,-0.70156,38.683,11.581,-50.229
0.49774,-0.53941,-0.67918,38.117,11.287,-50.272
0.64745,-0.46565,-0.6033,37.653,11.423,-50.812
-0.68744,-0.034866,-0.7254,30.479,11.284,-50.932
-0.64624,-0.076157,-0.75932,30.067,11.191,-50.491
-0.49429,-0.10382,-0.86308,29.852,11.803,-50.41
0.34848,-0.19596,-0.9166,25.561,11.61,-50.27
0.208,-0.21301,-0.95465,24.848,11.375,-50.48
-0.25567,-0.31154,-0.91519,23.83,11.195,-50.461
-0.13131,-0.22178,-0.96622,23.989,11.39,-50.564
0.062164,-0.20735,-0.97629,24.318,11.81,-50.633
-0.45858,-0.23339,-0.85745,23.307,11.388,-50.298
-0.32616,-0.23919,-0.91455,23.573,11.784,-50.525
0.82473,-0.36973,0.42792,46.621,11.665,-52.462
-0.83292,-0.50379,-0.22901,41.936,11.024,-52.507
-0.67419,-0.59385,-0.43909,41.232,11.406,-51.47
-0.71283,-0.61682,-0.33378,41.302,11.664,-52.029
0.78622,-0.30025,-0.5401,37.063,11.336,-51.512
-0.65937,-0.26324,-0.70422,30.573,12.043,-51.031
-0.90753,-0.17036,-0.38388,30.847,11.866,-51.378
-0.98406,-0.11673,-0.13418,30.979,11.77,-51.918
0.84536,-0.19913,0.4957,46.657,10.834,-53.127
-0.87826,-0.4714,-0.080264,42.208,10.888,-53.656
-0.8008,-0.57699,-0.16062,41.626,11.72,-53.179
0.86009,-0.13516,-0.49192,36.486,11.149,-52.313
0.86154,-0.056873,-0.5045,36.147,11.339,-53.069
-0.99229,-0.072416,0.10053,31.035,11.347,-52.533
-0.94441,-0.10114,0.31282,30.783,11.63,-53.305
0.73532,-0.35547,0.57702,47.14,11.519,-53.5
0.60826,-0.31529,0.72843,48.03,11.596,-54.385
-0.88892,-0.45547,0.048645,42.192,10.916,-54.863
-0.84778,-0.52838,-0.045616,41.766,11.681,-54.314
0.86552,0.13706,-0.48175,35.863,10.765,-53.583
0.80633,0.04723,-0.58958,35.69,11.493,-53.662
0.83208,0.16258,-0.53029,35.208,11.491,-54.4
-0.9207,-0.14198,0.36353,30.391,11.583,-54.312
0.5311,-0.21841,0.81867,48.722,11.327,-54.942
0.60201,-0.19274,0.77488,49.44,11.501,-55.373
-0.89101,-0.40836,0.19837,42.115,10.812,-55.934
-0.89037,-0.45013,0.067933,41.804,11.614,-55.437
0.80445,0.27634,-0.52584,34.689,11.453,-55.264
-0.94557,-0.22556,0.23455,30.088,11.486,-55.105
-0.94321,-0.3102,0.11886,29.991,11.541,-55.786
0.65689,7.5805e-05,0.75399,50.073,11.211,-55.92
0.81277,0.19102,0.55038,50.58,11.36,-56.481
-0.86874,-0.37581,0.32258,41.896,10.558,-56.913
-0.9048,-0.35236,0.23912,41.705,11.409,-56.507
0.82494,0.40922,-0.38988,34.375,11.079,-56.021
-0.89916,-0.42321,0.11139,29.836,11.673,-56.581
0.79265,0.60746,0.052065,51.535,10.622,-57.629
0.84523,0.45707,0.27688,51.061,11.2,-57.155
0.73862,0.60781,-0.29155,50.896,11.493,-57.782
-0.88985,-0.3051,0.33924,41.47,11.065,-57.516
0.8411,0.49214,-0.22438,34.434,10.636,-56.571
0.87522,0.3979,-0.27508,34.016,11.386,-56.602
0.86964,0.46703,-0.16003,33.838,11.271,-57.614
-0.84209,-0.53641,0.056113,29.741,11.655,-57.619
0.35314,0.47318,-0.80709,50.583,11.276,-58.406
-0.87959,-0.31246,0.35874,41.173,10.679,-58.574
0.85682,0.49334,-0.14987,33.867,11.082,-58.313
-0.80614,-0.59148,-0.017074,30.071,11.132,-58.23
-0.81083,-0.58445,-0.031232,29.52,11.955,-58.827
-0.038232,0.34451,-0.938,49.71,11.497,-58.406
-0.23492,0.20524,-0.9501,48.642,11.574,-58.121
-0.16087,0.13922,-0.97711,47.531,11.217,-57.912
0.045438,0.18579,-0.98154,46.462,11.067,-57.849
0.35536,0.29921,-0.88555,45.459,11.032,-58.015
0.64429,0.34267,-0.68371,44.512,11.282,-58.557
0.78697,0.29743,-0.54057,44.027,10.84,-59.346
-0.91658,-0.30519,0.25833,40.89,10.527,-59.395
0.84709,0.44852,-0.28507,33.969,10.735,-58.736
0.86148,0.46308,-0.20834,33.577,11.408,-58.815
0.91089,0.29016,-0.2934,33.393,11.384,-59.795
-0.75114,-0.64639,-0.13406,30.412,10.819,-59.338
-0.79736,-0.59816,-0.080172,30.101,11.18,-58.914
-0.77247,-0.60399,-0.19619,29.899,11.597,-59.836
0.88102,0.23956,-0.40794,43.574,11.132,-60.024
0.92469,0.21222,-0.3161,43.146,11.06,-61.034
-0.92849,-0.35243,0.11705,40.897,10.154,-60.042
-0.93971,-0.34183,0.010096,40.866,10.174,-60.94
-0.95858,-0.25194,0.13287,40.669,10.995,-59.98
-0.95291,-0.30216,0.025726,40.571,11.073,-61.218
0.80246,0.026361,-0.59613,33.15,11.13,-60.431
-0.5025,-0.69192,-0.5184,30.989,10.752,-60.603
-0.70167,-0.65431,-0.28203,30.512,10.908,-60.028
-0.65219,-0.58012,-0.48796,30.395,11.433,-60.692
0.9059,0.18606,-0.38044,43.22,10.284,-61.53
0.93336,0.1416,-0.32982,42.949,10.913,-61.861
0.8897,0.012469,-0.45637,42.694,10.879,-62.527
-0.90495,-0.41748,-0.082274,40.861,10.23,-62.07
-0.95067,-0.30866,-0.030826,40.563,11.1,-62.323
0.70546,0.091697,-0.70279,32.722,11.532,-60.85
0.27594,-0.42667,-0.86128,32.245,10.912,-61.07
-0.12867,-0.52527,-0.84115,31.554,11.07,-61.152
0.35277,-0.098474,-0.93051,32.051,11.681,-61.356
-0.4059,-0.50986,-0.75848,30.907,11.411,-61.179
-0.35127,-0.44793,-0.82218,30.452,12.221,-61.353
0.76837,-0.05389,-0.63774,42.296,11.224,-63.23
-0.81656,-0.49601,-0.29532,40.817,10.5,-63.021
-0.93935,-0.22956,-0.25481,40.557,11.234,-63.121
-0.018459,-0.23202,-0.97254,31.301,11.925,-61.505
0.33471,-0.38135,-0.86171,41.848,10.41,-63.456
-0.23824,-0.49037,-0.83832,41.256,10.586,-63.533
0.32453,-0.13012,-0.93688,41.651,11.241,-63.71
-0.70565,-0.35712,-0.61199,40.81,10.94,-63.533
-0.80154,-0.092431,-0.59075,40.727,11.464,-63.534
-0.30361,-0.14028,-0.94241,41.047,11.345,-63.819
0.54943,-0.33354,0.76608,58.332,12.073,-13.012
0.58884,-0.31676,0.74359,58.922,12.416,-13.458
0.64286,-0.4378,0.62854,58.667,12.089,-13.398
0.60099,-0.52545,0.60225,59.221,12.295,-13.804
0.5861,-0.72353,0.36467,58.818,11.695,-14.029
0.54987,-0.30535,0.77744,59.223,12.69,-13.582
0.5424,-0.085063,0.8358,58.527,12.642,-13.121
